symbol,name,currency,market,exchange,exchange timezone
^NQDMASIA4020LMEURT,,,,,
^NQDMASIA4020LMGBPN,,,,,
^NQDMASIA4020LMGBPT,,,,,
^NQDMASIA4020LMJPY,,,,,
^NQDMASIA4020LMN,,,,,
^NQDMASIA4020LMT,,,,,
^NQDMASIA4030AUD,,,,,
^NQDMASIA4030AUDN,,,,,
^NQDMASIA4030AUDT,,,,,
^NQDMASIA4030CAD,,,,,
^NQDMASIA4030CADN,,,,,
^NQDMASIA4030EUR,,,,,
^NQDMASIA4030GBP,,,,,
^NQDMASIA4030GBPN,,,,,
^NQDMASIA4030GBPT,,,,,
^NQDMASIA4030JPYN,,,,,
^NQDMASIA4030LM,,,,,
^NQDMASIA4030LMAUD,,,,,
^NQDMASIA4030LMAUDN,,,,,
^NQDMASIA4030LMCAD,,,,,
^NQDMASIA4030LMCADT,,,,,
^NQDMASIA4030LMEUR,,,,,
^NQDMASIA4030LMEURN,,,,,
^NQDMASIA4030LMGBPN,,,,,
^NQDMASIA4030LMGBPT,,,,,
^NQDMASIA4030LMJPY,,,,,
^NQDMASIA4030LMJPYN,,,,,
^NQDMASIA4030LMN,,,,,
^NQDMASIA4030N,,,,,
^NQDMASIA4040AUDT,,,,,
^NQDMASIA4040CAD,,,,,
^NQDMASIA4040CADN,,,,,
^NQDMASIA4040EUR,,,,,
^NQDMASIA4040EURT,,,,,
^NQDMASIA4040GBP,,,,,
^NQDMASIA4040GBPN,,,,,
^NQDMASIA4040GBPT,,,,,
^NQDMASIA4040JPY,,,,,
^NQDMASIA4040JPYN,,,,,
^NQDMASIA4040JPYT,,,,,
^NQDMASIA4040LM,,,,,
^NQDMASIA4040LMAUDT,,,,,
^NQDMASIA4040LMCADN,,,,,
^NQDMASIA4040LMEUR,,,,,
^NQDMASIA4040LMEURN,,,,,
^NQDMASIA4040LMEURT,,,,,
^NQDMASIA4040LMGBP,,,,,
^NQDMASIA4040LMJPYN,,,,,
^NQDMASIA4040LMJPYT,,,,,
^NQDMASIA4040LMN,,,,,
^NQDMASIA4040LMT,,,,,
^NQDMASIA4040N,,,,,
^NQDMASIA4040T,,,,,
^NQDMASIA4050AUDN,,,,,
^NQDMASIA4050CADN,,,,,
^NQDMASIA4050CADT,,,,,
^NQDMASIA4050EUR,,,,,
^NQDMASIA4050EURN,,,,,
^NQDMASIA4050EURT,,,,,
^NQDMASIA4050GBPT,,,,,
^NQDMASIA4050JPY,,,,,
^NQDMASIA4050JPYN,,,,,
^NQDMASIA4050JPYT,,,,,
^NQDMASIA4050LM,,,,,
^NQDMASIA4050LMCADT,,,,,
^NQDMASIA4050LMEUR,,,,,
^NQDMASIA4050LMEURN,,,,,
^NQDMASIA4050LMJPY,,,,,
^NQDMASIA4050LMJPYN,,,,,
^NQDMASIA4050LMJPYT,,,,,
^NQDMASIA4050LMN,,,,,
^NQDMASIA4050LMT,,,,,
^NQDMASIA4050N,,,,,
^NQDMASIA40LMAUDT,,,,,
^NQDMASIA40LMCAD,,,,,
^NQDMASIA40LMCADN,,,,,
^NQDMASIA40LMGBP,,,,,
^NQDMASIA40LMGBPT,,,,,
^NQDMASIA40LMJPY,,,,,
^NQDMASIA40LMJPYN,,,,,
^NQDMASIA40LMN,,,,,
^NQDMASIA4510AUD,,,,,
^NQDMASIA4510AUDN,,,,,
^NQDMASIA4510AUDT,,,,,
^NQDMASIA4510CAD,,,,,
^NQDMASIA4510CADN,,,,,
^NQDMASIA4510CADT,,,,,
^NQDMASIA4510EUR,,,,,
^NQDMASIA4510EURN,,,,,
^NQDMASIA4510GBP,,,,,
^NQDMASIA4510JPY,,,,,
^NQDMASIA4510JPYN,,,,,
^NQDMASIA4510LM,,,,,
^NQDMASIA4510LMAUDN,,,,,
^NQDMASIA4510LMAUDT,,,,,
^NQDMASIA4510LMCADN,,,,,
^NQDMASIA4510LMEUR,,,,,
^NQDMASIA4510LMEURT,,,,,
^NQDMASIA4510LMGBPT,,,,,
^NQDMASIA4510LMT,,,,,
^NQDMASIA4510N,,,,,
^NQDMASIA4520CAD,,,,,
^NQDMASIA4520CADN,,,,,
^NQDMASIA4520CADT,,,,,
^NQDMASIA4520EUR,,,,,
^NQDMASIA4520EURN,,,,,
^NQDMASIA4520EURT,,,,,
^NQDMASIA4520GBP,,,,,
^NQDMASIA4520GBPN,,,,,
^NQDMASIA4520GBPT,,,,,
^NQDMASIA4520JPY,,,,,
^NQDMASIA4520JPYN,,,,,
^NQDMASIA4520LMAUDN,,,,,
^NQDMASIA4520LMAUDT,,,,,
^NQDMASIA4520LMCADT,,,,,
^NQDMASIA4520LMGBPN,,,,,
^NQDMASIA4520LMGBPT,,,,,
^NQDMASIA4520LMJPY,,,,,
^NQDMASIA4520N,,,,,
^NQDMASIA4520T,,,,,
^NQDMASIA45LMAUD,,,,,
^NQDMASIA45LMAUDN,,,,,
^NQDMASIA45LMAUDT,,,,,
^NQDMASIA45LMCAD,,,,,
^NQDMASIA45LMGBP,,,,,
^NQDMASIA45LMGBPN,,,,,
^NQDMASIA45LMGBPT,,,,,
^NQDMASIA5010AUD,,,,,
^NQDMASIA5010AUDN,,,,,
^NQDMASIA5010AUDT,,,,,
^NQDMASIA5010CAD,,,,,
^NQDMASIA5010CADT,,,,,
^NQDMASIA5010EURN,,,,,
^NQDMASIA5010GBP,,,,,
^NQDMASIA5010GBPN,,,,,
^NQDMASIA5010GBPT,,,,,
^NQDMASIA5010JPY,,,,,
^NQDMASIA5010JPYN,,,,,
^NQDMASIA5010LM,,,,,
^NQDMASIA5010LMAUD,,,,,
^NQDMASIA5010LMAUDN,,,,,
^NQDMASIA5010LMAUDT,,,,,
^NQDMASIA5010LMCAD,,,,,
^NQDMASIA5010LMCADN,,,,,
^NQDMASIA5010LMJPYT,,,,,
^NQDMASIA5010LMN,,,,,
^NQDMASIA5010LMT,,,,,
^NQDMASIA5020AUD,,,,,
^NQDMASIA5020CAD,,,,,
^NQDMASIA5020CADN,,,,,
^NQDMASIA5020CADT,,,,,
^NQDMASIA5020EUR,,,,,
^NQDMASIA5020EURN,,,,,
^NQDMASIA5020EURT,,,,,
^NQDMASIA5020GBP,,,,,
^NQDMASIA5020GBPN,,,,,
^NQDMASIA5020GBPT,,,,,
^NQDMASIA5020JPYN,,,,,
^NQDMASIA5020LM,,,,,
^NQDMASIA5020LMAUD,,,,,
^NQDMASIA5020LMCADT,,,,,
^NQDMASIA5020LMEUR,,,,,
^NQDMASIA5020LMEURN,,,,,
^NQDMASIA5020LMGBPN,,,,,
^NQDMASIA5020LMGBPT,,,,,
^NQDMASIA5020LMJPYN,,,,,
^NQDMASIA5020N,,,,,
^NQDMASIA50LMAUDN,,,,,
^NQDMASIA50LMCADT,,,,,
^NQDMASIA50LMGBPT,,,,,
^NQDMASIA50LMJPY,,,,,
^NQDMASIA50LMJPYT,,,,,
^NQDMASIA5510AUD,,,,,
^NQDMASIA5510AUDN,,,,,
^NQDMASIA5510AUDT,,,,,
^NQDMASIA5510CAD,,,,,
^NQDMASIA5510CADT,,,,,
^NQDMASIA5510EUR,,,,,
^NQDMASIA5510EURN,,,,,
^NQDMASIA5510GBP,,,,,
^NQDMASIA5510GBPN,,,,,
^NQDMASIA5510JPY,,,,,
^NQDMASIA5510LMGBP,,,,,
^NQDMASIA5510LMGBPN,,,,,
^NQDMASIA5510LMGBPT,,,,,
^NQDMASIA5510LMJPY,,,,,
^NQDMASIA5510LMJPYN,,,,,
^NQDMASIA5510N,,,,,
^NQDMASIA5510T,,,,,
^NQDMASIA5520AUD,,,,,
^NQDMASIA5520AUDN,,,,,
^NQDMASIA5520AUDT,,,,,
^NQDMASIA5520EUR,,,,,
^NQDMASIA5520GBP,,,,,
^NQDMASIA5520GBPN,,,,,
^NQDMASIA5520GBPT,,,,,
^NQDMASIA5520JPY,,,,,
^NQDMASIA5520JPYN,,,,,
^NQDMASIA5520JPYT,,,,,
^NQDMASIA5520LM,,,,,
^NQDMASIA5520LMAUD,,,,,
^NQDMASIA5520LMCAD,,,,,
^NQDMASIA5520LMCADN,,,,,
^NQDMASIA5520LMCADT,,,,,
^NQDMASIA5520LMEUR,,,,,
^NQDMASIA5520LMGBPT,,,,,
^NQDMASIA5520LMJPYT,,,,,
^NQDMASIA5520LMN,,,,,
^NQDMASIA55LMAUD,,,,,
^NQDMASIA55LMCADN,,,,,
^NQDMASIA55LMEUR,,,,,
^NQDMASIA55LMGBP,,,,,
^NQDMASIA55LMGBPT,,,,,
^NQDMASIA55LMJPYN,,,,,
^NQDMASIA55LMJPYT,,,,,
^NQDMASIA55LMN,,,,,
^NQDMASIA60LMJPYN,,,,,
^NQDMASIA60LMJPYT,,,,,
^NQDMASIA60LMN,,,,,
^NQDMASIA60LMT,,,,,
^NQDMASIA65LMEUR,,,,,
^NQDMASIA65LMJPYN,,,,,
^NQDMASIA65LMT,,,,,
^NQDMASPA10LMAUDN,,,,,
^NQDMASPA10LMEURN,,,,,
^NQDMASPA10LMJPYT,,,,,
^NQDMASPA15LMAUD,,,,,
^NQDMASPA15LMEURT,,,,,
^NQDMASPA15LMGBP,,,,,
^NQDMASPA15LMGBPT,,,,,
^NQDMASPA15LMT,,,,,
^NQDMASPA20LMAUD,,,,,
^NQDMASPA20LMCADT,,,,,
^NQDMASPA20LMEURN,,,,,
^NQDMASPA20LMGBPN,,,,,
^NQDMASPA20LMN,,,,,
^NQDMASPA3010AUD,,,,,
^NQDMASPA3010AUDN,,,,,
^NQDMASPA3010AUDT,,,,,
^NQDMASPA3010CADN,,,,,
^NQDMASPA3010EUR,,,,,
^NQDMASPA3010EURT,,,,,
^NQDMASPA3010GBP,,,,,
^NQDMASPA3010GBPN,,,,,
^NQDMASPA3010GBPT,,,,,
^NQDMASPA3010JPY,,,,,
^NQDMASPA3010JPYN,,,,,
^NQDMASPA3010JPYT,,,,,
^NQDMASPA3010LM,,,,,
^NQDMASPA3010LMAUDN,,,,,
^NQDMASPA3010LMCAD,,,,,
^NQDMASPA3010LMJPYN,,,,,
^NQDMASPA3010LMJPYT,,,,,
^NQDMASPA3010LMT,,,,,
^NQDMASPA3020AUDN,,,,,
^NQDMASPA3020CADT,,,,,
^NQDMASPA3020EUR,,,,,
^NQDMASPA3020EURN,,,,,
^NQDMASPA3020EURT,,,,,
^NQDMASPA3020GBPN,,,,,
^NQDMASPA3020GBPT,,,,,
^NQDMASPA3020JPY,,,,,
^NQDMASPA3020JPYT,,,,,
^NQDMASPA3020LM,,,,,
^NQDMASPA3020LMAUDT,,,,,
^NQDMASPA3020LMCAD,,,,,
^NQDMASPA3020LMEURT,,,,,
^NQDMASPA3020LMGBPT,,,,,
^NQDMASPA3020LMN,,,,,
^NQDMASPA3020LMT,,,,,
^NQDMASPA3020N,,,,,
^NQDMASPA3020T,,,,,
^NQDMASPA3030AUD,,,,,
^NQDMASPA3030AUDN,,,,,
^NQDMASPA3030AUDT,,,,,
^NQDMASPA3030CADN,,,,,
^NQDMASPA3030EUR,,,,,
^NQDMASPA3030EURN,,,,,
^NQDMASPA3030GBPN,,,,,
^NQDMASPA3030GBPT,,,,,
^NQDMASPA3030JPY,,,,,
^NQDMASPA3030JPYN,,,,,
^NQDMASPA3030LMAUD,,,,,
^NQDMASPA3030LMGBPN,,,,,
^NQDMASPA3030LMGBPT,,,,,
^NQDMASPA3030LMJPY,,,,,
^NQDMASPA3030LMJPYN,,,,,
^NQDMASPA3030LMT,,,,,
^NQDMASPA3030N,,,,,
^NQDMASPA3030T,,,,,
^NQDMASPA30LMAUD,,,,,
^NQDMASPA30LMCADN,,,,,
^NQDMASPA30LMCADT,,,,,
^NQDMASPA30LMEURN,,,,,
^NQDMASPA30LMGBP,,,,,
^NQDMASPA30LMGBPT,,,,,
^NQDMASPA30LMJPYT,,,,,
^NQDMASPA30LMN,,,,,
^NQDMASPA35LMAUDN,,,,,
^NQDMASPA35LMCADN,,,,,
^NQDMASPA35LMEURT,,,,,
^NQDMASPA35LMGBPN,,,,,
^NQDMASPA35LMJPY,,,,,
^NQDMASPA35LMJPYT,,,,,
^NQDMASPA4010AUDN,,,,,
^NQDMASPA4010AUDT,,,,,
^NQDMASPA4010CADN,,,,,
^NQDMASPA4010EUR,,,,,
^NQDMASPA4010EURN,,,,,
^NQDMASPA4010EURT,,,,,
^NQDMASPA4010GBPN,,,,,
^NQDMASPA4010GBPT,,,,,
^NQDMASPA4010JPY,,,,,
^NQDMASPA4010JPYN,,,,,
^NQDMASPA4010LM,,,,,
^NQDMASPA4010LMAUD,,,,,
^NQDMASPA4010LMAUDT,,,,,
^NQDMASPA4010LMEURT,,,,,
^NQDMASPA4010LMGBPN,,,,,
^NQDMASPA4010LMN,,,,,
^NQDMASPA4010LMT,,,,,
^NQDMASPA4010N,,,,,
^NQDMASPA4010T,,,,,
^NQDMASPA4020AUD,,,,,
^NQDMASPA4020AUDT,,,,,
^NQDMASPA4020CADN,,,,,
^NQDMASPA4020CADT,,,,,
^NQDMASPA4020EUR,,,,,
^NQDMASPA4020EURN,,,,,
^NQDMASPA4020EURT,,,,,
^NQDMASPA4020GBPN,,,,,
^NQDMASPA4020GBPT,,,,,
^NQDMASPA4020JPY,,,,,
^NQDMASPA4020JPYT,,,,,
^NQDMASPA4020LMGBP,,,,,
^NQDMASPA4020LMGBPN,,,,,
^NQDMASPA4020LMGBPT,,,,,
^NQDMASPA4020LMJPYN,,,,,
^NQDMASPA4020LMT,,,,,
^NQDMASPA4020N,,,,,
^NQDMASPA4020T,,,,,
^NQDMASPA4030AUDN,,,,,
^NQDMASPA4030CAD,,,,,
^NQDMASPA4030CADN,,,,,
^NQDMASPA4030CADT,,,,,
^NQDMASPA4030EUR,,,,,
^NQDMASPA4030EURN,,,,,
^NQDMASPA4030GBP,,,,,
^NQDMASPA4030GBPT,,,,,
^NQDMASPA4030JPY,,,,,
^NQDMASPA4030JPYN,,,,,
^NQDMASPA4030JPYT,,,,,
^NQDMASPA4030LM,,,,,
^NQDMASPA4030LMAUDN,,,,,
^NQDMASPA4030LMAUDT,,,,,
^NQDMASPA4030LMCAD,,,,,
^NQDMASPA4030LMCADN,,,,,
^NQDMASPA4030LMCADT,,,,,
^NQDMASPA4030LMEUR,,,,,
^NQDMASPA4030LMEURN,,,,,
^NQDMASPA4030LMEURT,,,,,
^NQDMASPA4030LMJPY,,,,,
^NQDMASPA4030LMJPYN,,,,,
^NQDMASPA4030T,,,,,
^NQDMASPA4040AUD,,,,,
^NQDMASPA4040AUDN,,,,,
^NQDMASPA4040AUDT,,,,,
^NQDMASPA4040CADN,,,,,
^NQDMASPA4040CADT,,,,,
^NQDMASPA4040EUR,,,,,
^NQDMASPA4040EURN,,,,,
^NQDMASPA4040EURT,,,,,
^NQDMASPA4040GBPN,,,,,
^NQDMASPA4040JPY,,,,,
^NQDMASPA4040JPYN,,,,,
^NQDMASPA4040JPYT,,,,,
^NQDMASPA4040LMAUDT,,,,,
^NQDMASPA4040LMCAD,,,,,
^NQDMASPA4040LMJPY,,,,,
^NQDMASPA4040LMJPYN,,,,,
^NQDMASPA4040LMJPYT,,,,,
^NQDMASPA4040LMN,,,,,
^NQDMASPA4040N,,,,,
^NQDMASPA4050AUD,,,,,
^NQDMASPA4050AUDN,,,,,
^NQDMASPA4050AUDT,,,,,
^NQDMASPA4050CAD,,,,,
^NQDMASPA4050EURN,,,,,
^NQDMASPA4050GBP,,,,,
^NQDMASPA4050GBPN,,,,,
^NQDMASPA4050GBPT,,,,,
^NQDMASPA4050JPYN,,,,,
^NQDMASPA4050JPYT,,,,,
^NQDMASPA4050LM,,,,,
^NQDMASPA4050LMAUDN,,,,,
^NQDMASPA4050LMAUDT,,,,,
^NQDMASPA4050LMCAD,,,,,
^NQDMASPA4050LMCADN,,,,,
^NQDMASPA4050LMEURN,,,,,
^NQDMASPA4050LMGBPT,,,,,
^NQDMASPA4050LMJPY,,,,,
^NQDMASPA4050LMN,,,,,
^NQDMASPA4050N,,,,,
^NQDMASPA40LMAUDN,,,,,
^NQDMASPA40LMAUDT,,,,,
^NQDMASPA40LMCADT,,,,,
^NQDMASPA40LMEURN,,,,,
^NQDMASPA40LMEURT,,,,,
^NQDMASPA40LMGBP,,,,,
^NQDMASPA40LMJPYN,,,,,
^NQDMASPA40LMJPYT,,,,,
^NQDMASPA4510AUD,,,,,
^NQDMASPA4510AUDN,,,,,
^NQDMASPA4510CAD,,,,,
^NQDMASPA4510EUR,,,,,
^NQDMASPA4510EURT,,,,,
^NQDMASPA4510GBP,,,,,
^NQDMASPA4510GBPT,,,,,
^NQDMASPA4510JPY,,,,,
^NQDMASPA4510JPYN,,,,,
^NQDMASPA4510JPYT,,,,,
^NQDMASPA4510LM,,,,,
^NQDMASPA4510LMAUDT,,,,,
^NQDMASPA4510LMCAD,,,,,
^NQDMASPA4510LMEURT,,,,,
^NQDMASPA4510LMJPY,,,,,
^NQDMASPA4510LMN,,,,,
^NQDMASPA4510N,,,,,
^NQDMASPA4510T,,,,,
^NQDMASPA4520AUDN,,,,,
^NQDMASPA4520CAD,,,,,
^NQDMASPA4520CADN,,,,,
^NQDMASPA4520EUR,,,,,
^NQDMASPA4520EURT,,,,,
^NQDMASPA4520GBP,,,,,
^NQDMASPA4520GBPN,,,,,
^NQDMASPA4520GBPT,,,,,
^NQDMASPA4520JPY,,,,,
^NQDMASPA4520JPYT,,,,,
^NQDMASPA4520LMAUDN,,,,,
^NQDMASPA4520LMCAD,,,,,
^NQDMASPA4520LMCADN,,,,,
^NQDMASPA4520LMCADT,,,,,
^NQDMASPA4520LMEUR,,,,,
^NQDMASPA4520LMEURT,,,,,
^NQDMASPA4520LMN,,,,,
^NQDMASPA4520LMT,,,,,
^NQDMASPA4520N,,,,,
^NQDMASPA45LMAUDN,,,,,
^NQDMASPA45LMAUDT,,,,,
^NQDMASPA45LMCADN,,,,,
^NQDMASPA45LMGBPN,,,,,
^NQDMASPA45LMGBPT,,,,,
^NQDMASPA45LMJPYN,,,,,
^NQDMASPA45LMT,,,,,
^NQDMASPA5010AUD,,,,,
^NQDMASPA5010AUDT,,,,,
^NQDMASPA5010CADT,,,,,
^NQDMASPA5010EUR,,,,,
^NQDMASPA5010EURN,,,,,
^NQDMASPA5010EURT,,,,,
^NQDMASPA5010GBP,,,,,
^NQDMASPA5010GBPN,,,,,
^NQDMASPA5010GBPT,,,,,
^NQDMASPA5010JPY,,,,,
^NQDMASPA5010JPYN,,,,,
^NQDMASPA5010LM,,,,,
^NQDMASPA5010LMEURT,,,,,
^NQDMASPA5010LMGBP,,,,,
^NQDMASPA5010LMGBPT,,,,,
^NQDMASPA5010LMJPYN,,,,,
^NQDMASPA5010LMJPYT,,,,,
^NQDMASPA5010LMT,,,,,
^NQDMASPA5010N,,,,,
^NQDMASPA5010T,,,,,
^NQDMASPA5020AUDT,,,,,
^NQDMASPA5020CAD,,,,,
^NQDMASPA5020CADT,,,,,
^NQDMASPA5020EUR,,,,,
^NQDMASPA5020EURN,,,,,
^NQDMASPA5020EURT,,,,,
^NQDMASPA5020GBP,,,,,
^NQDMASPA5020JPY,,,,,
^NQDMASPA5020JPYN,,,,,
^NQDMASPA5020JPYT,,,,,
^NQDMASPA5020LM,,,,,
^NQDMASPA5020LMAUD,,,,,
^NQDMASPA5020LMAUDN,,,,,
^NQDMASPA5020LMCADT,,,,,
^NQDMASPA5020LMEURN,,,,,
^NQDMASPA5020LMEURT,,,,,
^NQDMASPA5020LMGBPN,,,,,
^NQDMASPA5020LMJPY,,,,,
^NQDMASPA5020LMJPYN,,,,,
^NQDMASPA5020N,,,,,
^NQDMASPA5020T,,,,,
^NQDMASPA50LMAUD,,,,,
^NQDMASPA50LMAUDT,,,,,
^NQDMASPA50LMGBPN,,,,,
^NQDMASPA50LMGBPT,,,,,
^NQDMASPA50LMJPYN,,,,,
^NQDMASPA50LMJPYT,,,,,
^NQDMASPA50LMT,,,,,
^NQDMASPA5510AUDT,,,,,
^NQDMASPA5510CAD,,,,,
^NQDMASPA5510CADN,,,,,
^NQDMASPA5510EUR,,,,,
^NQDMASPA5510GBP,,,,,
^NQDMASPA5510GBPN,,,,,
^NQDMASPA5510GBPT,,,,,
^NQDMASPA5510JPY,,,,,
^NQDMASPA5510LMAUD,,,,,
^NQDMASPA5510LMAUDN,,,,,
^NQDMASPA5510LMAUDT,,,,,
^NQDMASPA5510LMCAD,,,,,
^NQDMASPA5510LMCADT,,,,,
^NQDMASPA5510LMEURN,,,,,
^NQDMASPA5510LMEURT,,,,,
^NQDMASPA5510LMGBP,,,,,
^NQDMASPA5510LMN,,,,,
^NQDMASPA5510LMT,,,,,
^NQDMASPA5510N,,,,,
^NQDMASPA5520AUDT,,,,,
^NQDMASPA5520CAD,,,,,
^NQDMASPA5520CADN,,,,,
^NQDMASPA5520CADT,,,,,
^NQDMASPA5520EUR,,,,,
^NQDMASPA5520EURN,,,,,
^NQDMASPA5520GBPT,,,,,
^NQDMASPA5520JPYN,,,,,
^NQDMASPA5520JPYT,,,,,
^NQDMASPA5520LM,,,,,
^NQDMASPA5520LMEUR,,,,,
^NQDMASPA5520LMGBP,,,,,
^NQDMASPA5520LMGBPN,,,,,
^NQDMASPA5520LMGBPT,,,,,
^NQDMASPA5520LMJPY,,,,,
^NQDMASPA5520LMJPYT,,,,,
^NQDMASPA5520LMN,,,,,
^NQDMASPA5520LMT,,,,,
^NQDMASPA5520N,,,,,
^NQDMASPA5520T,,,,,
^NQDMASPA55LMAUD,,,,,
^NQDMASPA55LMAUDT,,,,,
^NQDMASPA55LMCAD,,,,,
^NQDMASPA55LMEUR,,,,,
^NQDMASPA55LMJPY,,,,,
^NQDMASPA55LMJPYN,,,,,
^NQDMASPA55LMT,,,,,
^NQDMASPA60LMAUDN,,,,,
^NQDMASPA60LMCAD,,,,,
^NQDMASPA60LMN,,,,,
^NQDMASPA60LMT,,,,,
^NQDMASPA65LMAUDN,,,,,
^NQDMASPA65LMCAD,,,,,
^NQDMASPA65LMEUR,,,,,
^NQDMASPA65LMEURT,,,,,
^NQDMASPA65LMJPY,,,,,
^NQDMASPA65LMJPYN,,,,,
^NQDMASPA65LMJPYT,,,,,
^NQDMASPAXJPLCAUD,,,,,
^NQDMASPAXJPLCAUDN,,,,,
^NQDMASPAXJPLCAUDT,,,,,
^NQDMASPAXJPLCCAD,,,,,
^NQDMASPAXJPLCCADN,,,,,
^NQDMASPAXJPLCCADT,,,,,
^NQDMASPAXJPLCEUR,,,,,
^NQDMASPAXJPLCEURN,,,,,
^NQDMASPAXJPLCEURT,,,,,
^NQDMASPAXJPLCGBPN,,,,,
^NQDMASPAXJPLCGBPT,,,,,
^NQDMASPAXJPLCJPY,,,,,
^NQDMASPAXJPLCJPYN,,,,,
^NQDMASPAXJPLCJPYT,,,,,
^NQDMASPAXJPLCN,,,,,
^NQDMASPAXJPLM,,,,,
^NQDMASPAXJPLMAUD,,,,,
^NQDMASPAXJPLMAUDT,,,,,
^NQDMASPAXJPLMCADN,,,,,
^NQDMASPAXJPLMGBP,,,,,
^NQDMASPAXJPLMGBPN,,,,,
^NQDMASPAXJPLMGBPT,,,,,
^NQDMASPAXJPLMJPYN,,,,,
^NQDMASPAXJPLMJPYT,,,,,
^NQDMASPAXJPLMN,,,,,
^NQDMASPAXJPLMT,,,,,
^NQDMASPAXJPMC,,,,,
^NQDMASPAXJPMCAUDN,,,,,
^NQDMASPAXJPMCEUR,,,,,
^NQDMASPAXJPMCEURT,,,,,
^NQDMASPAXJPMCGBPN,,,,,
^NQDMASPAXJPMCJPY,,,,,
^NQDMASPAXJPMCJPYN,,,,,
^NQDMASPAXJPMCJPYT,,,,,
^NQDMASPAXJPSCAUDT,,,,,
^NQDMASPAXJPSCCADT,,,,,
^NQDMASPAXJPSCEURT,,,,,
^NQDMASPAXJPSCGBPT,,,,,
^NQDMASPAXJPSCJPYT,,,,,
^NQDMEU3010LMCADT,,,,,
^NQDMEU3010LMEURN,,,,,
^NQDMEU3010LMGBPN,,,,,
^NQDMEU3020LMCADN,,,,,
^NQDMEU3020LMJPY,,,,,
^NQDMEU3020LMN,,,,,
^NQDMEU3020LMT,,,,,
^NQDMEU3030LMCADN,,,,,
^NQDMEU4010LMCADN,,,,,
^NQDMEU4020LMAUD,,,,,
^NQDMEU4020LMGBP,,,,,
^NQDMEU4020LMJPY,,,,,
^NQDMEU4030LMCADN,,,,,
^NQDMEU4030LMCADT,,,,,
^NQDMEU4030LMEURN,,,,,
^NQDMEU4030LMEURT,,,,,
^NQDMEU4040LMAUD,,,,,
^NQDMEU4040LMAUDN,,,,,
^NQDMEU4040LMAUDT,,,,,
^NQDMEU4040LMCADN,,,,,
^NQDMEU4040LMGBPT,,,,,
^NQDMEU4050LMCADT,,,,,
^NQDMEU4050LMEURN,,,,,
^NQDMEU4510LMAUD,,,,,
^NQDMEU4510LMEURT,,,,,
^NQDMEU4510LMGBPN,,,,,
^NQDMEU4510LMGBPT,,,,,
^NQDMEU4520LMAUDN,,,,,
^NQDMEU4520LMCAD,,,,,
^NQDMEU4520LMT,,,,,
^NQDMEU5010LMCAD,,,,,
^NQDMEU5010LMEURT,,,,,
^NQDMEU5010LMJPYT,,,,,
^NQDMEU5010LMN,,,,,
^NQDMEU5020LMCAD,,,,,
^NQDMEU5020LMCADN,,,,,
^NQDMEU5020LMGBP,,,,,
^NQDMEU5020LMJPYT,,,,,
^NQDMEU5020LMN,,,,,
^NQDMEU5510LMAUDN,,,,,
^NQDMEU5510LMN,,,,,
^NQDMEU5510LMT,,,,,
^NQDMEU5520LMEUR,,,,,
^NQDMEU5520LMGBP,,,,,
^NQDMEU5520LMGBPT,,,,,
^NQDMEU5520LMJPYT,,,,,
^NQDMXNAXKRLCCADT,,,,,
^NQDMXNAXKRLCEUR,,,,,
^NQDMXNAXKRLCEURT,,,,,
^NQDMXNAXKRLCGBP,,,,,
^NQDMXNAXKRLCJPYN,,,,,
^NQDMXNAXKRLCJPYT,,,,,
^NQDMXNAXKRLCN,,,,,
^NQDMXNAXKRLCT,,,,,
^NQDMXNAXKRLMAUDT,,,,,
^NQDMXNAXKRLMCADT,,,,,
^NQDMXNAXKRLMEURT,,,,,
^NQDMXNAXKRLMGBPT,,,,,
^NQDMXNAXKRLMJPYN,,,,,
^NQDMXNAXKRLMJPYT,,,,,
^NQDMXNAXKRLMT,,,,,
^NQDMXNAXKRMCAUD,,,,,
^NQDMXNAXKRMCAUDN,,,,,
^NQDMXNAXKRMCEUR,,,,,
^NQDMXNAXKRMCEURT,,,,,
^NQDMXNAXKRMCJPY,,,,,
^NQDMXNAXKRMCJPYN,,,,,
^NQDMXNAXKRMCT,,,,,
^NQDMXNAXKRSCAUDT,,,,,
^NQDMXNAXKRSCCAD,,,,,
^NQDMXNAXKRSCCADT,,,,,
^NQDMXNAXKRSCEUR,,,,,
^NQDMXNAXKRSCEURT,,,,,
^NQDMXNAXKRSCGBPT,,,,,
^NQDMXNAXKRSCJPYT,,,,,
^NQDMXNAXKRSCT,,,,,
^NQDMXUSXKRLCAUDN,,,,,
^NQDMXUSXKRLCAUDT,,,,,
^NQDMXUSXKRLCCADN,,,,,
^NQDMXUSXKRLCGBP,,,,,
^NQDMXUSXKRLCGBPN,,,,,
^NQDMXUSXKRLCGBPT,,,,,
^NQDMXUSXKRLCJPY,,,,,
^NQDMXUSXKRLCN,,,,,
^NQDMXUSXKRLCT,,,,,
^NQDMXUSXKRLMAUD,,,,,
^NQDMXUSXKRLMAUDN,,,,,
^NQDMXUSXKRLMAUDT,,,,,
^NQDMXUSXKRLMCAD,,,,,
^NQDMXUSXKRLMCADT,,,,,
^NQDMXUSXKRLMEURT,,,,,
^NQDMXUSXKRLMGBPT,,,,,
^NQDMXUSXKRLMJPYT,,,,,
^NQDMXUSXKRLMT,,,,,
